L_CR_1h_10kWh,L_CR_1h_20kWh,L_CR_1h_30kWh,L_CR_1h_40kWh,L_CR_1h_50kWh,L_CR_1h_5kWh
532.77,921.06,1584.765,2113.02,2663.85,252.84
478.29,1054.92,1488.51,2163.48,2324.4,248.085
379.26,1049.58,1336.23,1728.72,2337.3,224.91
494.315,1043.05,1455.735,2049.82,2358.2,238.0875
435.16,1176.91,1483.5,2175.8,2373.6,291.755
594.11,1080.2,1708.68,2140.76,2774.15,240.59
366.775,863,1488.675,1501.62,1963.325,202.805
348.985,897.39,1012.44,1395.94,2262.65,197.5025
317.86,677.18,1171.245,1340.54,1485.65,155.475
315,743.4,1105.65,1247.4,1716.75,133.875
249.4,516.2,939.6,1067.2,1290.5,165.3
315.28,675.6,928.95,1227.34,1238.6,168.9
263.655,669.06,824.985,997.92,1247.4,151.6725
337.87,574.08,852.15,1064.44,1659.45,164.45
401.72,664,1095.6,1221.76,1925.6,197.54
342.16,812.16,1184.4,1579.2,1955.2,189.88
368.95,792.85,1330.575,1899.7,1766.25,174.6625
464.24,920.19,1069.41,1658,2010.325,232.12
438.06,1054.92,1153.26,1931.04,2637.3,243.615
505.05,1082.9,1228.5,2056.6,2616.25,245.7
480.42,1036.2,1398.87,1620.24,2284.35,270.825
549.745,1099.49,1342.74,1984.92,2602.775,277.305
501.83,891.1,1195.95,2138.64,2438.8,239.19
466.65,896.7,1660.725,1610.4,2722.125,212.7375
501.165,785.61,1232.595,1607.34,2641.275,261.87
384.42,831.42,1408.05,1609.2,1989.15,227.97
401.31,1031.94,1256.85,1569.96,2337.3,224.91
430.825,834.44,1618.995,2049.82,2222.15,247.1575
420.325,1176.91,1409.325,2235.14,2695.025,229.9425
569.56,1099.84,1767.6,1767.6,2626.85,243.045
440.13,871.63,1100.325,1812.3,2610.575,207.12
333.645,813.02,1369.095,1840.8,1955.85,162.9875
376.595,711.73,963.945,1534.02,1502.925,198.6625
368.55,762.3,1115.1,1272.6,1354.5,143.325
310.3,696,817.8,986,1479,166.75
289.945,681.23,920.505,1002.14,1576.4,166.085
263.655,663.39,867.51,1145.34,1474.2,128.9925
269.1,586.04,861.12,1136.2,1539.85,159.965
398.4,597.6,1035.84,1314.72,1909,151.06
342.16,759.52,1195.68,1443.84,1786,203.04
400.35,832.1,1377.675,1617.1,2060.625,211.95
352.325,820.71,1119.15,1807.22,2487,215.54
379.95,867.18,1595.79,1519.8,2078.55,241.38
518.7,955.5,1160.25,1565.2,2070.25,263.9
466.29,1017.36,1568.43,2091.24,2661.15,204.885
486.5,856.24,1488.69,1654.1,2481.15,211.6275
544.04,1097.46,1435.14,1650.88,2087.05,267.33
466.65,887.55,1248.975,1738.5,2607.75,260.775
541.8,893.97,1354.5,1589.28,2460.675,194.145
438.06,911.88,1475.1,1680.72,1899.75,207.855
441,776.16,1296.54,1993.32,2271.15,246.96
480.71,780.02,1401.315,2013.54,2698.325,222.215
588.455,840.65,1424.16,2334.04,2892.825,227.47
554.83,854.34,1487.73,2199.68,2675.95,282.325
366.775,983.82,1216.83,1536.14,2071.2,207.12
348.985,805.35,1323.075,1672.06,1687.4,189.8325
393.87,753.19,1243.8,1492.56,1865.7,169.295
308.7,686.7,907.2,1260,1433.25,182.7
275.5,603.2,843.9,1032.4,1406.5,140.65
295.575,585.52,878.28,1171.04,1491.95,137.935
263.655,686.07,790.965,1009.26,1346.625,157.3425
361.79,544.18,950.82,1124.24,1749.15,174.915
358.56,690.56,886.44,1381.12,1892.4,166
394.8,879.84,1285.92,1729.6,2256,197.4
372.875,714.35,1283.475,1397.3,1746.625,235.5
368.905,787.55,1430.025,1856.96,1968.875,234.1925
429.12,938.7,1220.31,1573.44,1989.15,205.62
423.15,891.8,1255.8,2002,2684.5,247.975
560.49,1017.36,1229.31,1978.2,2802.45,247.275
437.85,1128.68,1736.805,1770.86,2724.4,245.6825
454.93,1022.42,1632.12,2213.68,2790.55,206.36
553.575,1107.15,1413.675,1592.1,2173.125,276.7875
487.62,830.76,1259.685,1769.88,2618.7,228.0075
482.76,858.24,1501.92,1805.88,2480.85,248.085
441,952.56,1508.22,1675.8,2072.7,246.96
485.245,1097.47,1428.525,1541.9,2018.075,229.0175
494.5,1117.57,1335.15,2235.14,2695.025,294.2275
545.01,1168.58,1752.87,2180.04,2135.85,211.13
422.87,802.59,1372.17,1656.96,2092.775,211.435
398.84,705.64,1334.58,1411.28,2032.55,214.76
390.415,642.63,932.85,1603.12,1554.75,186.57
343.35,573.3,1105.65,1499.4,1543.5,152.775
350.9,510.4,957,1276,1696.5,137.75
270.24,478.55,785.385,1126,1689,163.27
260.82,606.69,927.045,1156.68,1247.4,121.905
272.09,681.72,1049.49,1279.72,1330.55,168.935
341.96,650.72,1035.84,1567.04,1925.6,156.04
334.64,789.6,1161.84,1714.56,1767.2,218.08
337.55,894.9,1047.975,1679.9,2001.75,186.4375
439.37,779.26,1243.5,1724.32,2155.4,188.5975
478.29,1037.04,1381.23,1573.44,1922.1,198.915
404.95,855.4,1405.95,1583.4,2661.75,263.9
555.78,951.42,1285.83,1657.92,2307.9,244.92
447.58,914.62,1474.095,2218.44,2651.425,255.4125
473.69,1069.32,1519.56,1707.16,2579.5,255.605
535.275,1088.85,1180.35,1903.2,2401.875,194.4375
465.045,1038.45,1476.405,2058.84,2212.35,270.9
379.95,1063.86,1233.72,1823.76,2458.5,261.495
432.18,811.44,1375.92,1799.28,2403.45,253.575
412.685,961.42,1482.945,1777.72,2516.925,222.215
548.895,840.65,1335.15,2076.9,2917.55,220.0525
427.17,1099.84,1414.08,1767.6,2086.75,243.045
453.075,992.45,1139.16,1760.52,2222.225,211.435
348.985,912.73,1288.56,1503.32,2205.125,178.3275
386.96,822.29,1160.88,1395.82,1727.5,155.475
308.7,548.1,831.6,1360.8,1433.25,185.85
287.1,510.4,1035.3,997.6,1319.5,137.75
270.24,557.37,717.825,1362.46,1604.55,154.825
331.695,589.68,748.44,997.92,1615.95,151.6725
263.12,699.66,798.33,1363.44,1629.55,136.045
295.48,756.96,1185.24,1487.36,2008.6,167.66
387.28,646.72,1218.24,1519.04,2199.6,184.24
463.15,832.1,1401.225,1617.1,1982.125,172.7
389.63,911.9,1218.63,1525.36,2134.675,240.41
500.64,867.18,1153.26,2145.6,2547.9,265.965
436.8,946.4,1214.85,1692.6,2639,216.125
447.45,989.1,1299.96,1978.2,2449.2,228.435
520.555,1138.41,1284.36,2043.3,2797.375,274.8725
408.03,928.62,1435.14,1707.16,2579.5,253.26
489.525,942.45,1482.3,1592.1,2173.125,231.0375
388.29,993.3,1381.59,1842.12,2573.55,214.4625
455.94,840.36,1233.72,2020.44,2235,257.025
515.97,979.02,1349.46,1658.16,2359.35,238.14
435.36,816.3,1183.635,2049.82,2222.15,215.4125
593.4,979.11,1661.52,2334.04,2324.15,232.415
589.2,1178.4,1738.14,1708.68,2749.6,216.04
522.115,793.96,1216.83,1829.56,2114.35,224.38
387.335,713.31,1069.965,1656.72,2013.375,222.43
380.05,787.74,1067.595,1174.7,1969.35,203.845
324.45,630,850.5,1297.8,1590.75,159.075
295.8,551,878.7,1368.8,1435.5,155.15
258.98,495.44,776.94,1261.12,1477.875,133.7125
286.335,532.98,884.52,1043.28,1474.2,168.6825
355.81,633.88,762.45,1136.2,1480.05,130.065
388.44,803.44,1065.72,1274.88,1892.4,166
323.36,774.56,1026.48,1759.68,1748.4,216.2
337.55,863.5,1283.475,1522.9,1727,233.5375
397.92,936.77,1268.37,1923.28,1761.625,223.83
464.88,813.54,1367.82,1913.16,2279.7,263.73
418.6,955.5,1515.15,1656.2,2275,195.65
447.45,904.32,1511.91,1601.4,2025.3,228.435
467.04,1089.76,1503.285,1965.46,2481.15,214.06
483.07,1078.7,1407,2213.68,2837.45,213.395
407.175,969.9,1221.525,1811.7,2630.625,276.7875
483.105,848.82,1286.775,2167.2,2573.55,261.87
469.35,956.58,1461.69,1537.68,2436.15,254.79
480.69,943.74,1349.46,1587.6,2513.7,233.73
421.755,825.37,1469.34,1886.56,2380.875,235.82
430.215,850.54,1735.695,1859.32,2175.8,220.0525
446.81,1001.64,1664.49,2081.84,2553.2,294.6
401.295,975.19,1294.5,1674.22,2545.85,202.805
391.17,751.66,1173.51,1733.42,2281.825,216.6775
414.6,670.27,1223.07,1506.38,1934.8,165.84
280.35,630,1011.15,1373.4,1779.75,162.225
261,585.8,774.3,997.6,1508,168.2
242.09,630.56,793.83,1238.6,1308.975,142.1575
286.335,487.62,1029.105,963.9,1261.575,153.09
304.98,627.9,1058.46,1028.56,1420.25,159.965
308.76,737.04,1165.32,1553.76,1709.8,197.54
330.88,887.36,1060.32,1684.48,1786,182.36
388.575,894.9,1248.15,1789.8,2276.5,208.025
435.225,887.03,1144.02,1508.78,2466.275,213.4675
397.83,867.18,1300.77,1680.72,2592.6,241.38
395.85,846.3,1433.25,2129.4,2206.75,241.15
494.55,800.7,1328.22,2147.76,2355,284.955
447.58,924.35,1765.995,1829.24,2602.775,272.44
417.41,862.96,1238.16,2007.32,1993.25,264.985
471.225,832.65,1276.425,1592.1,2424.75,205.875
424.41,1074.57,1300.32,2113.02,2550.975,209.9475
415.71,849.3,1367.82,1984.68,2659.65,265.965
502.74,996.66,1415.61,1552.32,2447.55,198.45
462.57,843.51,1632.6,2158.66,2448.9,258.495
563.73,989,1661.52,2334.04,2571.4,267.03
436.99,923.08,1517.19,1964,2872.35,225.86
414.24,802.59,1165.05,1915.86,1833.875,220.065
383.5,820.69,1369.095,1441.96,1725.75,209.0075
366.23,767.01,1212.705,1561.66,1865.7,162.385
280.35,724.5,1048.95,1083.6,1401.75,190.575
313.2,626.4,887.4,1206.4,1522.5,146.45
326.54,658.71,945.84,1272.38,1576.4,161.8625
343.035,504.63,876.015,1372.14,1219.05,126.1575
340.86,603.98,897,1447.16,1794,167.44
351.92,803.44,1165.32,1288.16,1942.2,159.36
394.8,676.8,1285.92,1624.32,1729.6,171.08
349.325,792.85,1401.225,1774.1,2001.75,194.2875
435.225,920.19,1243.5,1691.16,2217.575,207.25
487.23,849.3,1448.28,2109.84,2235,268.2
509.6,837.2,1255.8,1801.8,2479.75,209.3
414.48,1064.46,1681.47,2241.96,2190.15,277.89
432.985,982.73,1634.64,2276.82,2773.05,235.9525
539.35,1088.08,1378.86,1613.36,2696.75,220.43
393.45,1033.95,1578.375,1610.4,2333.25,226.4625
541.8,875.91,1571.22,1986.6,2189.775,209.9475
447,858.24,1327.59,1573.44,2324.4,263.73
529.2,846.72,1574.37,1816.92,2623.95,207.27
535.13,1006.77,1414.92,1614.46,2108.775,208.61
469.775,1176.91,1795.035,2353.82,2596.125,234.8875
427.17,1178.4,1561.38,2337.16,2798.7,218.495
440.13,742.18,1527.51,1484.36,1941.75,248.1125
406.51,897.39,1380.6,1840.8,2281.825,168.74
348.955,656.45,1109.055,1229.98,1865.7,191.7525
352.8,705.6,878.85,1083.6,1669.5,173.25
319,603.2,1044,997.6,1247,155.15
261.795,669.97,912.06,1126,1689,157.64
283.5,646.38,807.975,1338.12,1460.025,134.6625
269.1,514.28,888.03,1064.44,1375.4,155.48
328.68,683.92,1065.72,1128.8,1510.6,200.86
330.88,902.4,1240.8,1699.52,1635.6,189.88
423.9,722.2,1295.25,1381.6,2276.5,233.5375
397.92,779.26,1467.33,1707.74,2093.225,219.685
478.29,992.34,1568.97,2145.6,2257.35,239.145
514.15,1001,1487.85,2056.6,2411.5,268.45
541.65,989.1,1201.05,1959.36,2590.5,256.695
549.745,943.81,1532.475,1868.16,2286.55,238.385
478.38,881.72,1224.09,1632.12,2579.5,206.36
398.025,942.45,1550.925,1958.1,2516.25,217.3125
397.32,821.73,1273.23,1643.46,2709,209.9475
429.12,867.18,1475.1,1573.44,2570.25,227.97
467.46,1023.12,1283.31,1764,2271.15,220.5
476.175,1052.12,1414.92,1904.7,2222.15,224.4825
534.06,1048.34,1260.975,2254.92,2793.925,249.7225
500.82,854.34,1708.68,2297.88,2774.15,297.055
483.28,880.26,1346.28,1881.34,2243.8,241.64
371.995,836.03,1208.025,1641.38,2185.95,172.575
321.315,746.28,1181.61,1589.3,1934.8,150.2925
349.65,699.3,982.8,1146.6,1559.25,154.35
290,562.6,991.8,1287.6,1653,163.85
334.985,591.15,869.835,1002.14,1463.8,160.455
263.655,606.69,816.48,1031.94,1474.2,144.585
307.97,508.3,816.27,1339.52,1524.9,128.57
365.2,783.52,1055.76,1447.52,1593.6,142.76
353.44,729.44,1240.8,1804.8,1804.8,174.84
447.45,714.35,1248.15,1664.2,2217.625,206.0625
497.4,820.71,1405.155,1475.62,1885.975,230.0475
379.95,777.78,1501.92,2163.48,2547.9,192.21
486.85,928.2,1365,1838.2,1933.75,211.575
400.35,847.8,1610.82,1808.64,2449.2,207.24
530.285,1089.76,1532.475,2276.82,2067.625,235.9525
544.04,1088.08,1561.77,2063.6,2157.4,283.745
480.375,1079.7,1592.1,1592.1,2699.25,267.6375
456.015,839.79,1422.225,1625.4,2641.275,246.0675
469.35,1028.1,1582.38,2020.44,2346.75,254.79
511.56,776.16,1124.55,1622.88,2668.05,200.655
439.895,870.72,1374.105,1886.56,2312.85,269.8325
430.215,1196.69,1290.645,1918.66,2670.3,259.6125
505.73,952.54,1340.43,2356.8,2896.9,243.045
517.8,1035.6,1307.445,1605.18,2351.675,198.49
387.335,897.39,1323.075,1687.4,1840.8,197.5025
411.145,711.73,953.58,1575.48,1554.75,203.845
318.15,705.6,888.3,1335.6,1874.25,165.375
272.6,638,1052.7,1148.4,1435.5,147.9
332.17,523.59,1013.4,957.1,1365.275,140.75
337.365,544.32,884.52,1349.46,1403.325,160.1775
290.03,532.22,941.85,1291.68,1779.05,140.53
371.84,796.8,1025.88,1274.88,1510.6,195.88
447.44,714.4,1184.4,1368.64,1804.8,186.12
451.375,934.15,1295.25,1475.8,2060.625,198.2125
389.63,837.29,1156.455,1492.2,1844.525,178.235
415.71,1001.28,1622.61,1734.36,2235,227.97
491.4,982.8,1310.4,2129.4,2684.5,266.175
522.81,960.84,1554.3,1921.68,2684.7,284.955
520.555,992.46,1444.905,2101.68,2286.55,228.655
548.73,947.38,1646.19,1594.6,2415.35,281.4
420.9,960.75,1605.825,1555.5,2562,256.2
532.77,875.91,1435.77,1643.46,2618.7,223.4925
455.94,786.72,1461.69,1698.6,2547.9,250.32
410.13,1058.4,1270.08,1834.56,2160.9,262.395
507.92,770.95,1333.29,1886.56,2380.875,192.7375
420.325,1147.24,1617.015,1898.88,2324.15,237.36
491,1178.4,1296.24,2160.4,2135.85,282.325
375.405,733.55,1281.555,1812.3,1833.875,220.065
456.365,851.37,1012.44,1779.44,1898.325,172.575
331.68,587.35,881.025,1464.92,1882.975,202.1175
270.9,680.4,1077.3,1436.4,1449,168.525
263.9,684.4,991.8,1345.6,1392,152.25
244.905,653.08,945.84,1035.92,1632.7,157.64
334.53,510.3,978.075,1168.02,1261.575,127.575
316.94,603.98,888.03,1196,1734.2,171.925
305.44,677.28,876.48,1142.08,1759.6,156.04
447.44,744.48,1082.88,1278.4,2011.6,176.72
341.475,698.65,1283.475,1585.7,1785.875,198.2125
460.095,704.65,1231.065,1840.38,1844.525,236.265
442.53,867.18,1193.49,2109.84,2369.1,196.68
505.05,1064.7,1542.45,1619.8,1979.25,236.6
400.35,885.48,1299.96,2053.56,2755.35,254.34
486.5,904.89,1576.26,2160.06,2262.225,214.06
515.9,797.3,1308.51,2138.64,2767.1,279.055
530.7,814.35,1399.95,2031.3,2745,210.45
428.925,830.76,1164.87,1769.88,2257.5,261.87
487.23,1045.98,1568.97,2127.72,2614.95,210.09
405.72,1031.94,1481.76,1517.04,1896.3,266.805
539.665,970.49,1605.39,1886.56,2584.95,247.1575
524.17,919.77,1305.48,2156.02,2719.75,264.5575
559.74,1188.22,1340.43,2101.48,2430.45,255.32
513.485,1035.6,1268.61,1605.18,2416.4,226.5375
406.51,728.65,1058.46,1641.38,2128.425,174.4925
314.405,808.47,912.12,1492.56,1520.2,198.6625
355.95,756,992.25,1184.4,1779.75,149.625
272.6,626.4,887.4,1020.8,1754.5,131.95
244.905,478.55,971.175,1339.94,1266.75,167.4925
323.19,595.35,927.045,1031.94,1644.3,147.42
254.15,633.88,771.42,1327.56,1734.2,133.055
385.12,624.16,1075.68,1195.2,1577,146.08
402.32,887.36,1308.48,1458.88,1729.6,199.28
380.725,832.1,1365.9,1491.5,1903.625,227.65
414.5,986.51,1243.5,1973.02,2259.025,236.265
393.36,1019.16,1193.49,1609.2,2614.95,270.435
518.7,855.4,1173.9,1692.6,1979.25,227.5
423.9,1083.3,1554.3,1657.92,2449.2,277.89
559.475,963.27,1517.88,1654.1,2359.525,287.035
553.42,872.34,1294.44,1800.96,2626.4,257.95
443.775,933.3,1358.775,2214.3,2493.375,260.775
451.5,884.94,1449.315,1589.28,2550.975,241.5525
540.87,902.94,1421.46,1913.16,2279.7,230.205
423.36,864.36,1137.78,2081.52,2491.65,216.09
471.64,1024.91,1156.425,2194.94,1972.725,244.89
479.665,1127.46,1661.52,2294.48,2521.95,257.14
451.72,982,1620.3,1944.36,2332.25,208.675
500.54,957.93,1488.675,1950.38,1855.45,237.325
410.345,866.71,1023.945,1764.1,1936.675,162.9875
331.68,684.09,953.58,1603.12,1641.125,184.8425
302.4,579.6,1039.5,1096.2,1590.75,162.225
255.2,527.8,1026.6,1078.8,1580.5,123.25
287.13,557.37,785.385,1272.38,1590.475,147.7875
320.355,584.01,722.925,1099.98,1530.9,123.3225
334.88,544.18,977.73,1172.08,1644.5,156.975
305.44,737.04,1105.56,1181.92,1527.2,174.3
409.84,849.76,1206.96,1564.16,2068,184.24
435.675,879.2,1165.725,1460.1,1746.625,223.725
468.385,812.42,1268.37,1774.06,2383.375,215.54
482.76,813.54,1206.9,2056.2,2570.25,261.495
473.2,1019.2,1324.05,1801.8,2570.75,216.125
414.48,1007.94,1526.04,1714.44,2472.75,247.275
457.31,1050.84,1474.095,2023.84,2164.925,211.6275
454.93,966.14,1674.33,1613.36,2438.8,222.775
553.575,988.2,1619.55,1958.1,2630.625,256.2
415.38,1056.51,1151.325,1607.34,2347.8,232.5225
455.94,1019.16,1408.05,1877.4,2257.35,250.32
467.46,961.38,1468.53,1799.28,2138.85,198.45
426.29,789.09,1428.525,2122.38,2698.325,201.8075
578.565,1048.34,1646.685,1720.86,2324.15,252.195
520.46,1099.84,1399.35,1983.64,2749.6,289.69
396.98,992.45,1346.28,1812.3,2308.525,245.955
414.18,813.02,1081.47,1825.46,2281.825,226.265
380.05,732.46,1077.96,1395.82,1641.125,202.1175
374.85,705.6,963.9,1071,1905.75,184.275
298.7,690.2,904.8,1287.6,1305,175.45
244.905,641.82,971.175,1182.3,1308.975,156.2325
277.83,572.67,927.045,1031.94,1630.125,133.245
328.9,699.66,888.03,1100.32,1794,156.975
332,697.2,996,1434.24,1776.2,172.64
330.88,774.56,1218.24,1654.4,1767.2,208.68
349.325,871.35,1401.225,1334.5,2080.25,170.7375
439.37,936.77,1504.635,1989.6,2217.575,234.1925
487.23,885.06,1153.26,1788,2190.3,196.68
495.95,800.8,1501.5,1783.6,2320.5,216.125
499.26,1064.46,1398.87,2279.64,2260.8,256.695
476.77,1080.03,1328.145,2354.66,2237.9,274.8725
422.1,797.3,1392.93,1632.12,2438.8,279.055
516.975,1098,1372.5,1701.9,2127.375,199.0125
514.71,785.61,1571.22,1607.34,2596.125,232.5225
388.89,768.84,1542.15,1609.2,2570.25,201.15
410.13,873.18,1243.62,1905.12,2160.9,235.935
530.595,952.35,1306.08,2049.82,2267.5,269.8325
558.785,998.89,1260.975,1997.78,2348.875,234.8875
500.82,864.16,1752.87,2062.2,2086.75,262.685
409.925,863,1216.83,1795.04,2222.225,183.3875
425.685,674.96,1254.045,1534,1936.675,216.6775
331.68,684.09,1191.975,1229.98,1917.525,200.39
296.1,560.7,869.4,1234.8,1512,160.65
316.1,551,1009.2,1160,1247,165.3
247.72,608.04,743.16,1047.18,1534.175,126.675
331.695,515.97,961.065,1326.78,1233.225,154.5075
349.83,586.04,897,1315.6,1270.75,176.41
381.8,763.6,1045.8,1208.48,1494,187.58
447.44,706.88,1026.48,1624.32,2199.6,219.96
361.1,753.6,1307.025,1774.1,1942.875,209.9875
476.675,986.51,1318.11,1757.48,2176.125,196.8875
388.89,885.06,1341,2002.56,2413.8,248.085
432.25,910,1365,1983.8,2479.75,261.625
409.77,857.22,1709.73,2053.56,2166.6,261.405
413.525,846.51,1561.665,1926.54,2529.8,287.035
473.69,1125.6,1519.56,1894.76,2368.45,267.33
420.9,1006.5,1303.875,2196,2699.25,217.3125
446.985,966.21,1449.315,2076.9,2573.55,264.1275
388.89,929.76,1461.69,2074.08,2100.9,201.15
410.13,758.52,1190.7,2010.96,2579.85,266.805
444.43,934.21,1455.735,2013.54,1995.4,231.285
534.06,1117.57,1587.345,2373.6,2126.35,229.9425
594.11,1158.76,1782.33,1885.44,2455,243.045
422.87,793.96,1177.995,1536.14,1855.45,258.9
387.335,743.99,1081.47,1457.3,2301,216.6775
307.495,746.28,953.58,1575.48,1623.85,190.025
352.8,636.3,907.2,1310.4,1874.25,179.55
307.4,493,765.6,1334,1319.5,155.15
253.35,591.15,903.615,1227.34,1548.25,135.12
326.025,646.38,799.47,1156.68,1474.2,150.255
275.08,615.94,968.76,1160.12,1779.05,137.54
401.72,803.44,1055.76,1128.8,1411,185.92
432.4,909.92,1139.28,1458.88,1880,216.2
368.95,910.6,1118.625,1507.2,2158.75,198.2125
352.325,878.74,1255.935,1873.54,2279.75,232.12
536.4,822.48,1555.56,1877.4,2324.4,201.15
414.05,809.9,1337.7,1892.8,2548,220.675
480.42,913.74,1554.3,2053.56,2284.35,235.5
476.77,836.78,1620.045,2121.14,2821.7,223.79
506.52,938,1463.28,1894.76,2251.2,239.19
484.95,887.55,1180.35,2141.1,2562,272.2125
433.44,993.3,1625.4,2113.02,2573.55,248.325
447,1045.98,1314.18,2074.08,2167.95,257.025
493.92,1040.76,1203.93,1922.76,2359.35,194.04
458.035,961.42,1537.365,2086.1,2630.3,215.4125
454.94,1078.01,1394.49,1780.2,2398.325,252.195
422.26,1070.38,1635.03,2121.12,2356.8,228.315
401.295,975.19,1320.39,2071.2,1833.875,233.01
395.005,790.01,989.43,1840.8,1687.4,210.925
362.775,773.92,1181.61,1409.64,2038.45,153.7475
337.05,573.3,935.55,1348.2,1669.5,144.9
290,591.6,939.6,1403.6,1450,139.2
323.725,574.26,827.61,1126,1435.65,142.1575
340.2,532.98,850.5,1179.36,1247.4,171.5175
325.91,538.2,852.15,1172.08,1719.25,140.53
315.4,577.68,906.36,1540.48,1444.2,177.62
447.44,767.04,1116.72,1413.76,2180.8,174.84
474.925,792.85,1165.725,1727,1864.375,190.3625
439.37,845.58,1380.285,1691.16,2466.275,203.105
397.83,777.78,1247.13,1877.4,2369.1,192.21
491.4,1037.4,1651.65,2002,2479.75,218.4
471,810.12,1610.82,1959.36,2472.75,240.21
554.61,982.73,1357.335,1946,2602.775,287.035
553.42,919.24,1533.63,1819.72,2509.15,276.71
553.575,1024.8,1496.025,2159.4,2699.25,260.775
487.62,857.85,1340.955,1769.88,2438.1,261.87
424.65,1037.04,1354.41,2074.08,1989.15,234.675
507.15,934.92,1283.31,1816.92,2557.8,194.04
412.685,888.86,1414.92,1596.32,2426.225,224.4825
514.28,1176.91,1750.53,2254.92,2225.25,212.635
574.47,932.9,1664.49,2297.88,2283.15,213.585
483.28,837.11,1165.05,1674.22,2286.95,217.9075
345.15,805.35,1115.985,1810.12,1783.275,214.76
342.045,815.38,1005.405,1243.8,1986.625,158.93
280.35,636.3,954.45,1134,1890,165.375
252.3,585.8,870,1218,1290.5,156.6
250.535,506.7,903.615,957.1,1210.45,164.6775
272.16,652.05,748.44,1168.02,1247.4,158.76
346.84,723.58,1067.43,1447.16,1629.55,171.925
371.84,697.2,1065.72,1487.36,1510.6,162.68
432.4,752,1206.96,1519.04,1598,165.44
368.95,847.8,1365.9,1507.2,2256.875,215.875
426.935,853.87,1367.85,1840.38,2445.55,182.38
500.64,956.58,1595.79,1752.24,2145.6,221.265
404.95,791.7,1351.35,1710.8,2502.5,227.5
527.52,1007.94,1596.69,1940.52,2519.85,207.24
501.095,924.35,1605.45,1693.02,2286.55,291.9
525.28,1050.56,1195.95,2044.84,2462.25,241.535
420.9,823.5,1303.875,1958.1,2173.125,203.5875
519.225,1074.57,1544.13,2040.78,2031.75,228.0075
451.47,1028.1,1421.46,1770.12,2413.8,189.975
392.49,855.54,1270.08,2010.96,2271.15,222.705
426.29,834.44,1618.995,1687.02,2222.15,210.8775
469.775,998.89,1394.49,2334.04,2225.25,262.085
594.11,942.72,1369.89,2003.28,2749.6,252.865
418.555,863,1307.445,2071.2,2610.575,258.9
356.655,720.98,1265.55,1487.98,1840.8,178.3275
352.41,704.82,901.755,1382,1831.15,169.295
355.95,686.7,1096.2,1197,1575,143.325
269.7,678.6,991.8,1322.4,1319.5,123.25
298.39,602.41,1021.845,957.1,1703.075,146.38
